,Customer ID,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,City,Age,Married,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Premium Tech Support,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Senior_Citizen_Numeric,Total_Services,Service_Value,Customer_Segment,Churn Predicted
4180,2642-MAWLJ,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,717.95,No,Menlo Park,26,Yes,8,36,42.51,0,No,No,0.0,0,1530.36,5,0,1,0.04938271604938271,Established,0
4181,2357-COQEK,Yes,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,Yes,Atherton,79,No,0,28,28.14,10,Yes,Yes,0.0,0,787.9200000000001,2,1,6,0.05808325266214908,Established,1
4182,7103-ZGVNT,No,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),73.7,4885.85,No,Portola Valley,59,Yes,10,69,7.84,21,Yes,Yes,0.0,0,540.96,4,0,6,0.08141112618724558,VIP,0
4183,3737-GCSPV,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Yes,Millbrae,60,Yes,5,11,26.88,19,Yes,Yes,0.0,0,295.68,1,0,5,0.05197505197505197,New,1
4184,2027-WKXMW,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.75,6871.7,No,Montara,49,Yes,10,63,20.37,26,Yes,Yes,0.0,0,1283.3100000000002,5,0,7,0.06436781609195402,VIP,0
4185,7137-NAXML,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,405.6,No,Moss Beach,63,No,0,23,26.37,0,No,No,0.0,0,606.51,4,0,1,0.04962779156327544,Regular,0
4186,2428-ZMCTB,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,No,Mountain View,24,No,0,10,20.29,0,No,No,0.0,0,202.89999999999998,3,0,1,0.05063291139240506,New,0
4187,2961-VNFKL,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.95,1801.9,No,Mountain View,42,Yes,2,71,24.71,0,No,No,0.0,0,1754.41,5,0,2,0.07707129094412332,VIP,0
4188,1768-HNVGJ,Yes,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,No,Mountain View,80,No,0,45,18.46,3,Yes,Yes,0.0,0,830.7,3,1,5,0.07137758743754462,Loyal,0
4189,6963-KQYQB,No,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.05,1764.75,No,Pacifica,24,Yes,4,70,4.27,0,No,No,0.0,0,298.9,5,0,2,0.08316008316008315,VIP,0
4190,5934-RMPOV,No,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,1816.75,No,Pescadero,32,No,0,22,33.73,19,No,Yes,0.0,0,742.06,3,0,3,0.035398230088495575,Regular,0
4191,1207-BLKSA,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.05,1255.1,No,Redwood City,42,Yes,1,52,19.21,0,No,No,0.0,0,998.9200000000001,3,0,2,0.08676789587852494,VIP,0
4192,4088-YLDSU,No,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,Yes,Redwood City,21,Yes,1,55,10.61,76,Yes,Yes,0.0,0,583.55,1,0,6,0.057609217474795964,VIP,1
4193,8316-BBQAY,No,No,No,65,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.95,3921.1,No,Redwood City,45,No,0,65,0.0,22,Yes,Yes,0.0,0,0.0,3,0,5,0.08340283569641367,VIP,0
4194,1166-PQLGG,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,No,Redwood City,58,Yes,6,72,17.33,0,No,No,0.0,0,1247.7599999999998,3,0,1,0.05115089514066496,VIP,0
4195,3146-JTQHR,No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.6,189.45,No,San Bruno,23,Yes,3,10,39.35,0,No,No,0.0,0,393.5,5,0,1,0.0510204081632653,New,0
4196,4291-YZODP,No,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,96.8,No,San Carlos,56,No,0,7,49.66,0,No,No,0.0,0,347.62,5,0,1,0.04987531172069825,New,0
4197,4395-PZMSN,Yes,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,No,San Gregorio,67,No,0,5,18.38,15,No,Yes,0.0,0,91.89999999999999,4,1,3,0.03506721215663355,New,0
4198,6427-FEFIG,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6,1846.65,No,South San Francisco,63,Yes,8,24,21.43,56,No,Yes,0.0,0,514.3199999999999,4,0,6,0.07633587786259542,Regular,0
4199,0017-IUDMW,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,No,Sunnyvale,25,Yes,2,72,16.01,59,Yes,Yes,0.0,0,1152.72,3,0,8,0.0684931506849315,VIP,0
4200,8706-HRADD,No,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.55,1011.5,No,Sunnyvale,29,No,0,21,0.0,26,Yes,Yes,0.0,0,0.0,4,0,3,0.06888633754305397,Regular,0
4201,9955-QOPOY,No,Yes,No,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.8,4263.4,No,Sunnyvale,23,Yes,7,69,0.0,42,Yes,Yes,0.0,0,0.0,4,0,5,0.08223684210526316,VIP,0
4202,4385-ZKVNW,No,Yes,Yes,44,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,No,San Francisco,58,Yes,4,44,46.54,52,Yes,No,0.0,130,2047.76,4,0,3,0.0546448087431694,Loyal,0
4203,5446-DKWYW,Yes,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,No,San Francisco,74,Yes,9,61,39.31,10,No,Yes,0.0,0,2397.9100000000003,4,1,4,0.06134969325153374,VIP,0
4204,2034-CGRHZ,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Yes,San Francisco,73,No,0,24,3.23,26,No,Yes,0.0,0,77.52,3,1,6,0.05828071879553181,Regular,1
4205,5797-APWZC,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes,San Francisco,41,No,0,1,31.68,22,No,Yes,0.0,0,31.68,1,0,3,0.033112582781456956,New,1
4206,3683-QKIUE,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Yes,San Francisco,51,No,0,6,21.91,12,Yes,Yes,0.0,0,131.46,2,0,2,0.03937007874015748,New,1
4207,4228-ZGYUW,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes,San Francisco,42,No,0,4,12.24,11,No,No,0.0,30,48.96,3,0,4,0.04441976679622432,New,1
4208,9031-ZVQPT,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.2,7840.6,No,San Francisco,21,Yes,10,72,14.19,71,Yes,Yes,0.0,0,1021.68,4,0,7,0.06469500924214418,VIP,0
4209,2990-IAJSV,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6632.75,No,San Francisco,55,No,0,72,45.41,20,Yes,Yes,0.0,0,3269.5199999999995,3,0,8,0.08695652173913043,VIP,0
4210,8107-KNCIM,Yes,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,1013.35,No,San Francisco,73,Yes,8,14,45.46,4,No,Yes,0.0,0,636.44,4,1,2,0.026631158455392812,Regular,0
4211,9027-YFHQJ,No,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,No,San Francisco,26,No,0,7,45.13,0,No,No,0.0,0,315.91,5,0,2,0.07984031936127745,New,0
4212,5176-LDKUH,No,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,75.15,3772.65,No,San Francisco,64,No,0,48,41.26,23,No,Yes,0.0,0,1980.48,4,0,2,0.02661343978709248,Loyal,0
4213,4644-OBGFZ,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,1026.35,No,San Francisco,43,Yes,5,55,36.23,0,No,No,0.0,0,1992.6499999999999,4,0,1,0.05128205128205128,VIP,0
4214,7926-IJOOU,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3,19.3,No,San Francisco,50,No,0,1,16.36,0,No,No,0.0,0,16.36,5,0,1,0.05181347150259067,New,0
4215,6480-YAGIY,No,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),112.2,5031.85,No,San Francisco,57,No,0,45,28.72,3,Yes,Yes,0.0,0,1292.3999999999999,3,0,7,0.062388591800356503,Loyal,0
4216,4029-HPFVY,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,220.4,No,San Francisco,35,No,0,3,9.74,27,No,Yes,0.0,0,29.22,4,0,1,0.01422475106685633,New,0
4217,7602-DBTOU,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,1416.5,No,San Francisco,46,Yes,2,71,37.83,0,No,No,0.0,0,2685.93,4,0,1,0.0510204081632653,VIP,0
4218,5345-BMKWB,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,158.35,No,San Francisco,29,Yes,9,8,4.98,0,No,No,0.0,0,39.84,4,0,1,0.04938271604938271,New,0
4219,3519-ZKXGG,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,San Francisco,61,Yes,1,3,44.34,29,No,Yes,0.0,0,133.02,2,0,2,0.02636783124588003,New,1
4220,5457-COLHT,No,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,No,San Francisco,48,Yes,5,69,40.36,53,Yes,Yes,0.0,0,2784.84,3,0,6,0.07439553626782393,VIP,0
4221,6416-TVAIH,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,Yes,San Francisco,39,Yes,1,1,30.62,11,No,Yes,0.0,0,30.62,3,0,1,0.014598540145985401,New,1
4222,5451-YHYPW,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8443.7,No,San Francisco,75,Yes,2,72,44.89,24,Yes,No,0.0,120,3232.08,3,1,8,0.06911447084233262,VIP,0
4223,5108-ADXWO,No,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,Yes,San Francisco,30,No,0,11,38.88,30,No,Yes,0.0,0,427.68,1,0,2,0.027210884353741496,New,1
4224,7998-WNZEM,No,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,No,San Francisco,51,No,0,71,12.27,21,Yes,Yes,0.0,0,871.17,4,0,7,0.08684863523573201,VIP,0
4225,3066-RRJIO,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Yes,San Francisco,29,No,0,1,13.04,46,No,Yes,0.0,0,13.04,3,0,1,0.014295925661186561,New,1
4226,4664-NJCMS,No,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.55,2016.3,No,San Francisco,52,Yes,7,33,0.0,7,Yes,Yes,0.0,0,0.0,3,0,5,0.08396305625524769,Established,0
4227,0307-BCOPK,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,No,San Francisco,62,No,0,16,41.51,0,No,No,0.0,0,664.16,5,0,1,0.05249343832020997,Regular,0
4228,7629-WFGLW,Yes,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,95.65,5471.75,No,Palo Alto,80,Yes,10,56,11.55,27,Yes,Yes,21.71,0,646.8000000000001,3,1,6,0.06272869837950862,VIP,0
4229,2542-HYGIQ,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,19.95,No,Palo Alto,58,No,0,1,38.84,0,No,No,0.0,0,38.84,5,0,1,0.050125313283208024,New,0
4230,6715-OFDBP,No,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,Yes,Palo Alto,52,No,0,5,14.26,26,No,Yes,0.0,0,71.3,1,0,4,0.057102069950035694,New,1
4231,5016-LIPDW,No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,1061.6,No,Stanford,45,Yes,1,57,41.56,0,No,No,0.0,0,2368.92,5,0,1,0.051546391752577324,VIP,0
4232,6481-LXPWL,No,Yes,Yes,56,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),36.1,1971.5,No,Palo Alto,61,Yes,1,56,0.0,28,No,No,0.0,60,0.0,3,0,2,0.055401662049861494,VIP,0
4233,1567-DSCIC,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,Yes,San Mateo,59,No,0,8,23.89,14,No,Yes,0.0,0,191.12,1,0,5,0.05319148936170213,New,1
4234,2150-UWTFY,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,Yes,San Mateo,21,Yes,1,22,42.98,30,No,No,0.0,80,945.56,1,0,4,0.06541291905151267,Regular,1
4235,6124-ACRHJ,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,San Mateo,59,No,0,1,41.28,0,No,No,0.0,0,41.28,5,0,1,0.05063291139240506,New,0
4236,9362-MWODR,No,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,No,San Mateo,63,No,0,40,20.13,10,Yes,Yes,0.0,0,805.1999999999999,3,0,4,0.062402496099843996,Loyal,0
4237,9975-GPKZU,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,856.5,No,Alameda,62,Yes,0,46,7.67,0,No,No,0.0,0,352.82,4,0,1,0.05063291139240506,Loyal,0
4238,9625-RZFUK,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,1275.85,No,Alameda,47,Yes,0,63,3.65,0,No,No,0.0,0,229.95,5,0,1,0.050761421319796954,VIP,0
4239,5153-LXKDT,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.2,7467.5,No,Danville,51,Yes,1,68,18.47,75,No,Yes,0.0,0,1255.96,3,0,7,0.06352087114337568,VIP,0
4240,5161-UBZXI,No,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.35,7261.75,No,Alamo,38,Yes,1,69,42.9,24,Yes,Yes,0.0,0,2960.1,4,0,6,0.056417489421720736,VIP,0
4241,1020-JPQOW,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.55,5116.6,No,Angwin,63,Yes,1,56,2.8,20,Yes,No,0.0,40,156.79999999999998,4,0,5,0.05521811154058531,VIP,0
4242,7919-ZODZZ,No,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,65.9,660.05,No,Antioch,32,Yes,1,10,42.0,14,No,Yes,0.0,0,420.0,4,0,4,0.060698027314112286,New,0
4243,0565-JUPYD,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,6590.8,No,Benicia,26,No,0,63,21.45,85,Yes,Yes,0.0,0,1351.35,4,0,7,0.06698564593301436,VIP,0
4244,6867-ACCZI,No,Yes,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,52.5,1208.15,No,Bethel Island,34,Yes,1,24,0.0,75,Yes,Yes,0.0,0,0.0,3,0,5,0.09523809523809523,Regular,0
4245,5939-XAIXZ,No,No,No,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.1,1033.9,No,Birds Landing,54,No,0,19,36.88,27,No,Yes,0.0,0,700.72,3,0,3,0.053475935828877004,Regular,0
4246,9054-FOWNV,No,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.75,1885.15,No,Brentwood,53,Yes,1,22,11.39,56,No,Yes,0.0,0,250.58,4,0,4,0.04507042253521127,Regular,0
4247,2683-BPJSO,No,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,Yes,Byron,37,Yes,0,29,28.37,12,No,Yes,0.0,0,822.73,1,0,4,0.047365304914150384,Established,1
4248,2157-MXBJS,No,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Yes,Calistoga,20,Yes,1,13,41.22,82,No,Yes,0.0,0,535.86,3,0,5,0.06640106241699867,Regular,1
4249,8207-VVMYB,No,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,2006.95,No,Clayton,44,Yes,1,70,14.15,0,No,No,0.0,0,990.5,4,0,2,0.07692307692307693,VIP,0
4250,9732-EQMWY,No,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.4,5025.0,No,Concord,20,Yes,1,49,12.39,46,No,No,0.0,10,607.11,4,0,5,0.05030181086519114,VIP,0
4251,9360-AHGNL,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes,Concord,74,Yes,7,43,8.75,13,Yes,Yes,0.0,0,376.25,2,1,7,0.06389776357827476,Loyal,1
4252,1087-UDSIH,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,Concord,38,No,0,3,13.28,0,No,No,0.0,0,39.839999999999996,3,0,1,0.0510204081632653,New,1
4253,5269-NRGDP,No,Yes,Yes,42,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,73.15,3088.25,No,Concord,54,Yes,1,42,14.8,23,Yes,Yes,0.0,0,621.6,3,0,5,0.06835269993164729,Loyal,0
4254,6195-MELTI,No,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,54.65,3134.7,No,Pleasant Hill,57,No,0,57,9.32,20,Yes,Yes,0.0,0,531.24,5,0,3,0.05489478499542544,VIP,0
4255,5485-WUYWF,Yes,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes,Crockett,73,No,0,2,5.57,24,No,Yes,0.0,0,11.14,1,1,4,0.06024096385542168,New,1
4256,2121-JAFOM,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.55,8312.4,No,Danville,23,Yes,1,72,1.67,59,Yes,Yes,0.0,0,120.24,3,0,8,0.06923409779316314,VIP,0
4257,8818-DOPVL,Yes,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,No,El Cerrito,65,No,0,46,41.17,30,No,Yes,36.78,0,1893.8200000000002,3,1,6,0.057443752991862135,Loyal,0
4258,2632-UCGVD,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,Fairfield,71,Yes,6,66,49.85,14,Yes,Yes,0.0,0,3290.1,2,1,5,0.04997501249375313,VIP,1
4259,5445-PZWGX,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes,Travis Afb,63,No,0,62,8.08,21,Yes,No,0.0,110,500.96,1,0,6,0.058823529411764705,VIP,1
4260,1227-UDMZR,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,No,Fremont,53,Yes,4,72,2.95,26,Yes,Yes,0.0,0,212.4,4,0,8,0.0877674163466813,VIP,0
4261,5198-HQAEN,No,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,3165.6,No,Fremont,50,Yes,5,35,1.53,57,Yes,Yes,0.0,0,53.550000000000004,4,0,4,0.04459308807134894,Established,0
4262,9170-CCKOU,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,Fremont,62,Yes,1,17,12.06,9,No,Yes,0.0,0,205.02,1,0,5,0.05543237250554323,Regular,1
4263,2167-FQSTQ,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,92.4,6786.1,No,Hayward,20,Yes,8,72,37.45,48,Yes,No,0.0,150,2696.4,3,0,8,0.08658008658008658,VIP,0
4264,2819-GWENI,No,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,543.0,No,Hayward,64,Yes,9,28,21.91,0,No,No,0.0,0,613.48,4,0,1,0.05025125628140704,Established,0
4265,1043-YCUTE,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes,Hayward,19,Yes,1,56,13.2,0,No,No,0.0,0,739.1999999999999,3,0,2,0.07952286282306163,VIP,0
4266,3814-MLAXC,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,Hayward,58,No,0,31,16.63,12,Yes,Yes,0.0,0,515.53,1,0,3,0.037570444583594244,Established,1
4267,3572-UUHRS,No,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.85,867.3,No,Castro Valley,47,No,0,45,40.59,0,No,No,0.0,0,1826.5500000000002,4,0,1,0.05305039787798408,Loyal,0
4268,2692-PFYTJ,No,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,No,Hercules,23,No,0,1,15.22,0,No,No,0.0,0,15.22,4,0,2,0.07766990291262135,New,0
4269,1226-UDFZR,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,Lafayette,26,No,0,2,21.28,26,No,Yes,0.0,0,42.56,1,0,2,0.04032258064516129,New,1
4270,5955-EPOAZ,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,109.5,No,Livermore,40,No,0,6,43.19,0,No,No,0.0,0,259.14,3,0,1,0.0477326968973747,New,0
4271,6821-JPCDC,No,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.05,4692.95,No,Castro Valley,29,Yes,4,48,47.64,59,No,Yes,0.0,0,2286.7200000000003,5,0,5,0.05151983513652757,Loyal,0
4272,8815-LMFLX,No,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,No,Martinez,61,Yes,8,25,19.56,0,No,No,0.0,0,488.99999999999994,3,0,2,0.07874015748031496,Established,0
4273,9135-HSWOC,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.7,1274.05,No,Fremont,28,Yes,3,64,14.93,0,No,No,0.0,0,955.52,5,0,1,0.050761421319796954,VIP,0
4274,8582-KRHPJ,No,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,No,Moraga,51,No,0,50,0.0,20,No,Yes,0.0,0,0.0,3,0,2,0.05714285714285714,VIP,0
4275,5811-IWXYM,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.25,5301.1,No,Napa,20,Yes,1,52,44.79,52,No,Yes,0.0,0,2329.08,5,0,5,0.04938271604938271,VIP,0
4276,7044-YAACC,Yes,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,280.35,No,Napa,70,Yes,5,4,6.03,8,No,Yes,30.75,0,24.12,5,1,1,0.014245014245014245,New,0
